店铺名称,价格,评价星级,口味,环境,服务,评论数,评论标签,图片评论数,好评数,中评数,差评数,店铺地址
三星羊肉馆(藏书老店),88.0,5.0,9.2,8.9,9.1,1414.0,"上菜快(165),停车方便(97),回头客(37),不用排队(5),到店自提(154),年会(34),朋友聚餐(31),家庭聚餐(9),公司聚餐(8),店内消毒(1)",1180.0,1335.0,60.0,19.0,地址:穹灵路2411号
绣园苏式火锅(学士街店),114.0,5.0,9.2,9.1,9.3,895.0,"菜品健康(134),回头客(24),不用排队(14),上菜快(11),冬天吃过瘾(6),朋友聚餐(21),文艺清新(17),弄堂小店(10),闺蜜聚会(10),到店自提(6)",737.0,850.0,40.0,5.0,地址:学士354号            (养巷地铁3号口步行300米)
仙汤·佛跳墙打边炉,131.0,5.0,9.2,9.1,9.3,520.0,"菜品健康(101),海鲜棒(15),回头客(9),上菜快(3),到店自提(23),朋友聚餐(6),闺蜜聚会(5),下午茶(3),文艺清新(3)",373.0,500.0,15.0,5.0,地址:全806
哥老官重庆美蛙鱼头(龙湖狮山店),133.0,5.0,9.1,9.0,9.0,8419.0,"回头客(369),不用排队(303),停车方便(17),到店自提(130),闺蜜聚会(102),朋友聚餐(95),下午茶(40),店内消毒(17),24小时营业(8)",5924.0,7528.0,523.0,367.0,地址:塔181号湖狮山街6F-30            (近1号电梯)
捞王锅物料理(印象城店),140.0,5.0,9.1,9.1,9.1,1653.0,"菜品健康(257),回头客(77),不用排队(23),上菜快(22),冬天吃过瘾(4),到店自提(20),店内消毒(5),朋友聚餐(21),闺蜜聚会(11),请客(5)",922.0,1566.0,49.0,38.0,地址:虞88号04-01C铺位
左庭右院鲜牛肉火锅(石路天虹店),123.0,5.0,9.1,9.1,9.1,3275.0,"菜品健康(238),回头客(125),上菜快(63),不用排队(46),停车方便(18),朋友聚餐(55),到店自提(37),闺蜜聚会(27),请客(23),店内消毒(8)",2137.0,3032.0,171.0,72.0,地址:广济219号虹CCMALL楼703
海底捞火锅(苏雅路店),134.0,5.0,9.3,9.3,9.3,6278.0,"回头客(734),菜品健康(412),不用排队(106),上菜快(66),有表演(16),到店自提(135),朋友聚餐(103),24小时营业(26),店内消毒(22),下午茶(8)",3724.0,5964.0,200.0,113.0,地址:苏雅318赛格数码四楼            (苏绣路)
巴奴毛肚火锅(龙湖狮山天街店),147.0,5.0,9.2,9.2,9.3,2684.0,"菜品健康(321),回头客(106),不用排队(80),上菜快(44),停车方便(7),朋友聚餐(49),到店自提(42),闺蜜聚会(28),店内消毒(26),请客(25)",2104.0,2509.0,134.0,41.0,地址:塔园湖狮山街活6
宽巷子成都串串香(观前街店),80.0,4.5,8.6,8.7,8.6,669.0,"菜品健康(41),上菜快(40),回头客(16),撸串圣地(15),不用排队(14),停车方便(6),弄堂小店(99),朋友聚餐(19),到店自提(9),深夜食堂(4)",480.0,578.0,57.0,34.0,地址:双巷22号
蜀韵蜀味火锅(苏州新区总店),107.0,4.0,8.6,8.8,8.7,278.0,"菜品精致(53),牛肉赞(35),停车方便(21),不用排队(7),回头客(7),海鲜棒(5),到店自提(10),闺蜜聚会(5),朋友聚餐(3)",227.0,223.0,42.0,13.0,地址:枫路与竹园路狮当代MOMA 4楼
味舵主不改良老火锅(东环路店),112.0,5.0,9.1,9.2,9.2,2333.0,"菜品健康(303),停车方便(105),回头客(97),上菜快(47),不用排队(13),现做现卖(188),店内消毒(96),朋友聚餐(55),到店自提(26),请客(20)",1634.0,2199.0,91.0,44.0,地址:东环1400            (与干将交叉口、地铁号线站3b出囗)
海底捞火锅(九方店),134.0,5.0,9.1,9.1,9.1,1040.0,"回头客(118),菜品健康(67),上菜快(13),不用排队(12),停车方便(6),到店自提(17),店内消毒(11),朋友聚餐(17),闺蜜聚会(10),下午茶(3)",687.0,971.0,39.0,28.0,地址:萧林路666号方购物心5层底捞
捞王锅物料理(石路店),133.0,5.0,9.2,9.2,9.2,6695.0,"回头客(433),菜品健康(394),不用排队(84),到店自提(75),朋友聚餐(59),闺蜜聚会(41),请客(32),深夜食堂(29),店内消毒(24)",2710.0,6387.0,208.0,101.0,地址:广济258号百脑汇2            (石路地铁10出口旁)
老爷锅(圆融星座店),60.0,4.5,9.0,9.0,9.0,646.0,"上菜快(18),回头客(17),不用排队(9),发发呆(4),停车方便(3),朋友聚餐(22),闺蜜聚会(13),工作餐(13),到店自提(3),店内消毒(1)",549.0,574.0,60.0,11.0,地址:旺墩路269圆融星座森区4
谭鸭血老火锅(欧尚店),107.0,4.5,8.9,9.0,8.9,673.0,"牛肉赞(67),不用排队(16),回头客(14),上菜快(12),停车方便(5),到店自提(10),朋友聚餐(10),店内消毒(6),家庭聚餐(3),闺蜜聚会(3)",498.0,587.0,60.0,26.0,地址:新道181号鸡湖欧尚1楼
海底捞火锅(东门町店),131.0,5.0,9.2,9.2,9.2,2103.0,"回头客(250),菜品健康(153),不用排队(50),停车方便(27),上菜快(17),到店自提(49),朋友聚餐(31),闺蜜聚会(18),店内消毒(13),24小时营业(8)",1302.0,1997.0,58.0,48.0,地址:木渎镇788町商10栋201
妖宴江湖菜(学士街店),75.0,4.5,9.0,8.6,8.9,724.0,"不用排队(6),深夜食堂(33),到店自提(32),朋友聚餐(29),现做现卖(23),公司聚餐(9),闺蜜聚会(6),请客(6),店内消毒(1)",559.0,661.0,43.0,20.0,地址:士404
谭鸭血老火锅(万达店),112.0,4.0,8.2,8.2,8.1,934.0,"上菜快(36),回头客(15),不用排队(14),发发呆(6),停车方便(4),到店自提(27),店内消毒(2),朋友聚餐(15),闺蜜聚会(12),请客(5)",584.0,803.0,75.0,56.0,地址:路8号万达广场4
海底捞火锅(中山南路店),132.0,5.0,9.2,9.2,9.2,972.0,"回头客(108),菜品健康(71),不用排队(30),上菜快(17),发发呆(8),停车方便(5),到店自提(33),店内消毒(6),朋友聚餐(14),闺蜜聚会(11)",696.0,919.0,26.0,27.0,地址:山1088号            (万宝财商广场外层C2005C)
醉码头火锅(紫竹路店),111.0,3.5,7.6,7.7,7.6,786.0,"牛肉赞(72),菜品健康(61),上菜快(32),回头客(19),海鲜棒(8),不用排队(7),到店自提(10),朋友聚餐(10),请客(4),闺蜜聚会(3)",355.0,676.0,52.0,58.0,地址:紫竹599第三人民医院旁边30米
火小锅,122.0,5.0,9.1,8.3,9.0,1859.0,"菜品健康(250),回头客(123),不用排队(31),上菜快(23),冬天吃过瘾(9),夜景赞(6),闺蜜聚会(26),朋友聚餐(25),到店自提(6),店内消毒(1)",1176.0,1687.0,109.0,63.0,地址:养巷153
捞王锅物料理(凤凰街店),134.0,5.0,9.2,9.1,9.2,6165.0,"回头客(462),菜品健康(359),不用排队(90),上菜快(54),到店自提(60),朋友聚餐(49),闺蜜聚会(40),深夜食堂(34),店内消毒(17),下午茶(3)",2481.0,5789.0,243.0,133.0,地址:凤18号            (近十全街)
海底捞火锅(捞品城分店),123.0,5.0,9.2,9.2,9.2,1246.0,"菜品健康(99),回头客(98),不用排队(22),上菜快(17),有表演(3),到店自提(37),店内消毒(11),朋友聚餐(14),下午茶(7),24小时营业(4)",646.0,1175.0,41.0,30.0,地址:白雪路7号仕伟外贸销中心层            (捞品城)
陌上小炉,110.0,5.0,9.2,9.2,9.3,250.0,"菜品健康(79),交通便利(11),牛肉赞(9),回头客(6),海鲜棒(4),文艺清新(12),朋友聚餐(5),闺蜜聚会(5)",197.0,238.0,6.0,6.0,地址:景德55号
渝二哥(景城邻里中心店),72.0,5.0,9.0,9.1,9.0,465.0,"停车方便(21),不用排队(13),回头客(10),发发呆(3),到店自提(12),朋友聚餐(12),现做现卖(5),公司聚餐(3),店内消毒(1)",378.0,421.0,35.0,9.0,地址:景邻里中4楼
酒田·炉端烧(师惠坊店),351.0,4.5,8.9,9.1,9.0,622.0,"菜品健康(62),回头客(12),请客(10),公司聚餐(8),朋友聚餐(6),闺蜜聚会(5),工作餐(5),现做现卖(3),店内消毒(2)",334.0,544.0,47.0,31.0,地址:师惠商业街56            (师邻里心侧)
海底捞火锅(邻瑞广场店),138.0,5.0,9.3,9.3,9.3,574.0,"回头客(101),菜品健康(41),不用排队(33),停车方便(11),上菜快(9),到店自提(22),店内消毒(22),公司聚餐(16),朋友聚餐(10),闺蜜聚会(7)",442.0,538.0,29.0,7.0,地址:工西88号4F421-421A
澳门星记猪骨(张家港曼巴特店),124.0,4.5,8.7,8.7,8.7,930.0,"菜品健康(62),海鲜棒(22),回头客(21),上菜快(17),不用排队(13),发发呆(4),到店自提(29),店内消毒(1),朋友聚餐(9),闺蜜聚会(7)",550.0,777.0,93.0,60.0,地址:河南88号曼巴特6楼
集渔·泰式海鲜火锅(印象城店),129.0,4.0,8.3,8.3,8.3,341.0,"菜品健康(40),海鲜棒(40),不用排队(5),上菜快(4),回头客(4),到店自提(5),店内消毒(3),文艺清新(11),朋友聚餐(4),闺蜜聚会(3)",295.0,272.0,54.0,15.0,地址:青墩塘路印象购物心4F星球馆
阿景黄牛骨头汤(金鹰店),111.0,4.5,8.9,8.6,8.7,250.0,"牛肉赞(45),菜品精致(13),回头客(7),上菜快(6),不用排队(4),停车方便(3),到店自提(11),朋友聚餐(4),请客(3)",177.0,211.0,27.0,12.0,地址:狮298号金鹰国际广L5
海底捞火锅(SM广场店),121.0,4.5,8.9,9.0,9.0,176.0,"回头客(38),不用排队(12),菜品健康(12),牛肉赞(9),海鲜棒(3),店内消毒(15),到店自提(4),朋友聚餐(3)",144.0,161.0,14.0,1.0,地址:越溪吴中110912幢A315-321
董氏烤全羊羊腿龙虾烧烤,130.0,5.0,9.1,8.9,9.1,820.0,"停车方便(29),回头客(29),公司聚餐(42),朋友聚餐(27),到店自提(14),请客(13),家庭聚餐(8),深夜食堂(6),闺蜜聚会(3)",584.0,753.0,29.0,38.0,地址:苏大鸡湖商场2栋126室
老鼎旺台湾麻辣火锅,117.0,5.0,9.2,9.2,9.2,393.0,"菜品健康(68),回头客(13),上菜快(11),停车方便(7),不用排队(7),朋友聚餐(12),到店自提(7),工作餐(6),闺蜜聚会(4),现做现卖(3)",289.0,362.0,25.0,6.0,地址:独墅月亮衡艺场
禅日式火锅,135.0,5.0,9.0,9.0,9.0,1800.0,"菜品健康(178),上菜快(107),回头客(70),不用排队(6),朋友聚餐(48),公司聚餐(20),闺蜜聚会(17),请客(8),工作餐(7),到店自提(2)",873.0,1610.0,150.0,40.0,地址:苏州星海163浦发银行2
马路边边·牛肉串串火锅(苏州总店),75.0,4.0,8.5,8.8,8.7,94.0,"味道赞(29),牛肉赞(14),菜品健康(11),停车方便(6),不用排队(5),撸串圣地(4),主食赞(3),复古(8),到店自提(2),店内消毒(1)",71.0,83.0,10.0,1.0,地址:新33号
海底捞火锅(天虹百货店),129.0,5.0,9.1,9.2,9.3,7205.0,"回头客(644),菜品健康(400),上菜快(95),不用排队(88),有表演(27),朋友聚餐(116),到店自提(83),24小时营业(39),店内消毒(30),下午茶(16)",3142.0,6665.0,374.0,164.0,地址:广济219天虹百货7
客官·数签签(新街口店),50.0,4.5,8.8,8.7,9.0,179.0,"味道赞(69),菜品健康(14),牛肉赞(11),停车方便(7),上菜快(7),交通便利(6),撸串圣地(4),到店自提(5),朋友聚餐(4)",162.0,159.0,19.0,1.0,地址:工园区方洲655号
小龙坎老火锅(石路天虹店),124.0,5.0,9.0,9.1,9.0,1468.0,"菜品健康(127),不用排队(104),回头客(63),上菜快(45),停车方便(7),朋友聚餐(34),闺蜜聚会(26),到店自提(10),请客(10),店内消毒(2)",1049.0,1315.0,98.0,55.0,地址:济南路219号            (虹商业6)
暹罗·菩提风味火锅,167.0,5.0,9.0,9.1,9.1,4976.0,"菜品健康(524),回头客(199),停车方便(82),上菜快(33),不用排队(22),朋友聚餐(50),请客(35),闺蜜聚会(25),到店自提(16),家庭聚餐(13)",1419.0,4563.0,307.0,106.0,地址:水路36
重庆高老九火锅(iD PARK 歌林公园店),111.0,4.5,9.0,9.1,9.0,372.0,"菜品健康(45),停车方便(26),回头客(11),不用排队(8),上菜快(7),朋友聚餐(6),店内消毒(5),闺蜜聚会(5),到店自提(4),家庭聚餐(3)",322.0,344.0,25.0,3.0,地址:鹅荡1-1号iD PARK 歌林H606
三尺有味·花胶鸡·牛蛙锅,104.0,5.0,9.0,9.0,9.0,214.0,"味道赞(47),菜品健康(22),上菜快(13),回头客(12),牛肉赞(8),到店自提(2),朋友聚餐(5),文艺清新(3),闺蜜聚会(3)",113.0,191.0,18.0,5.0,地址:吴江区松陵花1872、1874
海底捞火锅(金鹰国际购物中心店),133.0,5.0,9.3,9.3,9.4,1047.0,"回头客(179),菜品健康(71),不用排队(53),停车方便(10),上菜快(10),店内消毒(38),到店自提(25),朋友聚餐(21),闺蜜聚会(10),请客(8)",804.0,972.0,52.0,23.0,地址:狮路金鹰国际6            (柒作茶隔壁)
秦记水佬坊(新光天地店),142.0,5.0,9.2,9.2,9.2,1258.0,"菜品健康(157),回头客(85),不用排队(28),上菜快(16),停车方便(10),发发呆(7),到店自提(23),朋友聚餐(21),闺蜜聚会(14),工作餐(7)",892.0,1183.0,61.0,13.0,地址:工业区大道东456天地404028
喜乐港式手工火锅,133.0,5.0,9.3,9.3,9.4,1385.0,"菜品健康(267),回头客(72),不用排队(17),停车方便(14),闺蜜聚会(28),文艺清新(26),弄堂小店(16),朋友聚餐(16),到店自提(4),店内消毒(1)",969.0,1342.0,28.0,15.0,地址:观前馀坊28            (同对面)
重庆刘一手火锅(浅湾商业中心店),105.0,4.0,8.9,8.6,8.3,215.0,"味道赞(63),菜品健康(38),牛肉赞(25),上菜快(12),海鲜棒(6),停车方便(4),回头客(3),朋友聚餐(7),到店自提(1),店内消毒(1)",140.0,180.0,24.0,11.0,地址:桑园辉浅湾商业心
马路边边串串香(园区天虹店),89.0,4.5,8.9,9.0,9.0,913.0,"菜品健康(87),回头客(29),撸串圣地(19),不用排队(13),停车方便(12),朋友聚餐(26),深夜食堂(13),闺蜜聚会(12),到店自提(6),店内消毒(4)",719.0,800.0,84.0,28.0,地址:苏工业区苏雅路388虹商1层B1023-1
HaPa铪汃寿喜烧,148.0,4.5,9.0,9.0,9.1,1589.0,"菜品健康(105),回头客(39),停车方便(34),不用排队(29),年会(39),朋友聚餐(34),闺蜜聚会(13),到店自提(3),店内消毒(3)",1205.0,1369.0,144.0,75.0,地址:塔园路233号西天地3楼
澳门星记猪骨(龙湖狮山天街店),130.0,5.0,9.0,9.1,9.1,3335.0,"回头客(124),不用排队(118),上菜快(41),停车方便(10),到店自提(179),闺蜜聚会(47),朋友聚餐(46),请客(19),下午茶(8),店内消毒(4)",2622.0,2965.0,268.0,102.0,地址:狮山路与塔园路叉口5
如一鸡鲍鱼(太仓店),129.0,5.0,9.1,9.1,9.1,78.0,"服务热情(36),味道赞(11),菜品健康(10),海鲜棒(7),性价比高(6),体验很棒(5),牛肉赞(4),停车方便(3),到店自提(3),煲仔饭(19)",49.0,74.0,4.0,0.0,地址:海运堤80-10豆捞楼
拾味吉麻辣火锅,63.0,5.0,9.0,9.1,9.1,207.0,"菜品精致(24),交通便利(15),上菜快(8),回头客(3),文艺清新(15),弄堂小店(4),现做现卖(3),到店自提(1),店内消毒(1)",151.0,190.0,10.0,6.0,地址:全982
绣园苏式火锅(大洋百货总店),123.0,5.0,9.2,9.1,9.2,2872.0,"菜品健康(301),回头客(214),不用排队(26),上菜快(26),弄堂小店(505),闺蜜聚会(43),朋友聚餐(43),到店自提(32),文艺清新(20),请客(10)",2128.0,2735.0,97.0,40.0,地址:1285号            (国美隔壁冠芝霖，国电信对面，1线8口)
捞王锅物料理(新光天地店),138.0,5.0,9.3,9.3,9.2,4566.0,"菜品健康(366),回头客(365),不用排队(106),上菜快(45),停车方便(22),到店自提(59),朋友聚餐(51),闺蜜聚会(35),店内消毒(24),下午茶(5)",2403.0,4405.0,96.0,65.0,地址:州大与华池交叉口新光地4
品泰·泰式精致火锅(星海街店),93.0,5.0,9.0,9.0,9.1,1344.0,"海鲜棒(68),回头客(33),不用排队(8),年会(39),闺蜜聚会(20),朋友聚餐(20),到店自提(16),工作餐(8),请客(6)",764.0,1213.0,91.0,39.0,地址:星海加花乐嘉生活广场203室
南虾北羊小龙虾馆(塔园路店),157.0,4.5,8.6,8.4,8.5,1635.0,"海鲜棒(237),回头客(34),不用排队(10),深夜食堂(47),到店自提(41),文艺清新(30),朋友聚餐(17),请客(11),店内消毒(1)",1037.0,1375.0,134.0,125.0,地址:塔路160
沃嗨新派川味火锅·龙虾,0.0,3.5,7.6,7.6,7.5,21.0,"性价比高(9),服务热情(9),价格实惠(6),菜品精致(5),味道赞(5),海鲜棒(3),装修好看(3),花甲(3)",15.0,17.0,4.0,0.0,地址:枫津东吴绿郡10幢101
巴四老城区(圆融时代广场店),115.0,5.0,9.1,9.2,9.2,1758.0,"回头客(81),上菜快(57),停车方便(27),不用排队(27),有表演(6),夜景赞(3),到店自提(43),朋友聚餐(40),店内消毒(5),下午茶(4)",1323.0,1654.0,79.0,25.0,地址:旺墩路圆融时代幕东9幢
鲜货俚鲜火锅,94.0,5.0,9.1,9.1,9.1,523.0,"菜品健康(191),上菜快(14),回头客(14),不用排队(8),停车方便(4),朋友聚餐(16),文艺清新(12),到店自提(6),有包厢(5),店内消毒(3)",449.0,472.0,40.0,11.0,地址:19城捷活5层
海底捞火锅(丰隆汇店),141.0,4.5,9.1,9.1,9.1,308.0,"回头客(65),菜品健康(16),不用排队(14),店内消毒(8),到店自提(6),公司聚餐(6),闺蜜聚会(5),下午茶(4),朋友聚餐(3)",250.0,284.0,19.0,5.0,地址:钟丰汇购物南门5楼空花
左庭右院鲜牛肉火锅(昆山九方店),125.0,5.0,9.0,9.0,9.0,1316.0,"菜品健康(105),回头客(60),上菜快(54),不用排队(9),停车方便(8),到店自提(15),店内消毒(2),朋友聚餐(19),闺蜜聚会(12),家庭聚餐(6)",726.0,1221.0,57.0,38.0,地址:萧九方购物5楼区            (4电影院正上)
莽子火锅苏州旗舰店(合景峰汇店),96.0,4.5,8.8,9.0,8.8,306.0,"牛肉赞(44),上菜快(27),停车方便(25),不用排队(5),朋友聚餐(14),文艺清新(9),到店自提(7),家庭聚餐(3),请客(3),店内消毒(1)",262.0,288.0,14.0,4.0,地址:聚贤路与悟真路口汇悦幢
新东方羊肉店(穹窿路店),81.0,5.0,9.0,8.8,8.9,1091.0,"停车方便(179),上菜快(147),回头客(26),不用排队(8),到店自提(66),朋友聚餐(19),家庭聚餐(15),请客(9),公司聚餐(6),现做现卖(3)",861.0,954.0,83.0,45.0,地址:穹窿路80
云南抚仙渔王·养生蒸汽石锅鱼(兆丰店),77.0,5.0,9.1,9.1,9.1,195.0,"服务热情(99),肉类好(50),味道赞(46),菜品健康(30),海鲜棒(18),上菜快(9),交通便利(9),停车方便(8),回头客(5),店内消毒(8)",105.0,175.0,11.0,8.0,地址:丰路花桥兆丰99光生活场4楼
金科土火锅(王府店),152.0,5.0,9.1,9.2,9.1,2443.0,"菜品健康(358),上菜快(128),回头客(90),停车方便(46),不用排队(9),朋友聚餐(48),请客(33),公司聚餐(16),店内消毒(2),到店自提(1)",1017.0,2260.0,120.0,62.0,地址:滨1969金科大酒店3F
陈记顺和鲜牛肉火锅(汾湖店),104.0,5.0,9.2,9.2,9.2,579.0,"停车方便(147),菜品健康(138),回头客(65),上菜快(13),不用排队(3),到店自提(4),朋友聚餐(42),家庭聚餐(4),现做现卖(3),公司聚餐(3)",486.0,543.0,18.0,18.0,地址:黎里芦莘道777慕森国际1楼
付小姐在成都(观前街店),74.0,5.0,9.1,9.1,9.1,8511.0,"回头客(463),上菜快(371),不用排队(169),撸串圣地(104),停车方便(45),朋友聚餐(224),到店自提(140),闺蜜聚会(112),下午茶(16),店内消毒(7)",6645.0,7835.0,495.0,179.0,地址:碧41NUZZON韩国购物西侧
哥老官重庆美蛙鱼头(苏州中心店),135.0,5.0,9.2,9.1,9.1,5145.0,"回头客(274),不用排队(157),停车方便(5),闺蜜聚会(90),到店自提(78),朋友聚餐(54),店内消毒(32),下午茶(20),24小时营业(8)",3818.0,4600.0,356.0,189.0,地址:星汉州心广场3幢区L6B06-09号            (近CGV影城)
朴大邱韩国料理,55.0,4.5,8.6,8.4,8.8,3209.0,"回头客(154),上菜快(61),不用排队(24),弄堂小店(165),朋友聚餐(44),闺蜜聚会(34),到店自提(23),文艺清新(16),下午茶(3),店内消毒(2)",1732.0,2747.0,317.0,144.0,地址:观街脚72号小商品面            (黄源后)
麻吉盛石头火锅(新区店),96.0,5.0,9.1,8.8,9.1,2926.0,"回头客(214),菜品健康(175),停车方便(51),不用排队(14),工作餐(29),朋友聚餐(25),到店自提(17),现做现卖(16),请客(16),闺蜜聚会(10)",837.0,2593.0,210.0,71.0,地址:狮路100号锦华商业1GF-15B            (85度C后面)
洪轩雅阁龙虾,161.0,5.0,9.1,8.3,8.6,749.0,"海鲜棒(112),停车方便(25),回头客(20),深夜食堂(29),到店自提(17),朋友聚餐(9),请客(9),闺蜜聚会(6),家庭聚餐(3)",443.0,658.0,63.0,28.0,地址:莫邪路99地            (觅渡桥侧)
谭鸭血老火锅(石路店),119.0,4.5,8.8,9.1,8.8,1161.0,"菜品健康(122),不用排队(34),回头客(25),上菜快(23),朋友聚餐(21),闺蜜聚会(15),请客(9),店内消毒(8),可带宠物(3),到店自提(2)",832.0,983.0,127.0,50.0,地址:步行街 号            (三服装店旁)
重庆高老九火锅(北码头店),119.0,5.0,9.1,9.2,9.1,3082.0,"菜品健康(331),回头客(111),停车方便(58),不用排队(52),上菜快(44),夜景赞(10),朋友聚餐(55),到店自提(23),店内消毒(5),下午茶(5)",2017.0,2874.0,144.0,63.0,地址:阊门码头48            (近阊门遗址)
老爷锅(龙湖狮山天街店),66.0,5.0,8.9,9.0,9.1,3283.0,"回头客(80),上菜快(62),不用排队(55),停车方便(7),朋友聚餐(67),闺蜜聚会(64),年会(33),工作餐(24),到店自提(9),店内消毒(2)",2624.0,2902.0,301.0,80.0,地址:塔园181号狮天生活场期6层
